Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species
KJ501354,,,,,,american crow,2003,,bird
KJ501359,,,,,,american crow,2003,,bird
KJ501362,,,,,,american crow,2001,,bird
KJ501363,,,,,,american crow,2001,,bird
KJ501364,,,,,,american crow,2002,,bird
KJ501365,,,,,,american crow,2003,,bird
KJ501366,,,,,,american crow,2003,,bird
KJ501367,,,RI,,,american crow,2003,,bird
KJ501375,,,,,,american crow,2002,,bird
KJ501378,,,,,,american crow,2001,,bird
KJ501393,,,,,,american crow,2001,,bird
KJ501394,,,,,,american crow,2001,,bird
KJ501395,,,,,,american crow,2001,,bird
KJ501396,,,,,,american crow,2003,,bird
KJ501401,,,,,,american crow,2001,,bird
KJ501439,,,,,,american crow,2001,,bird
KJ501443,,,,,,american crow,2001,,bird
KJ501447,,,,,,american crow,2003,,bird
KJ501459,,,OK,,,american crow,2003,,bird
KJ501480,,,,,,american crow,2001,,bird
KJ501481,,,,,,american crow,2002,,bird
KJ501484,,,,,,american crow,2002,,bird
KJ501487,,,,,,american crow,2005,,bird
KJ501489,,,,,,american crow,2002,,bird
KJ501490,,,,,,american crow,2002,,bird
KJ501491,,,,,,american crow,2002,,bird
KJ501494,,,,,,american crow,2001,,bird
KJ501514,,,,,,american crow,2002,,bird
KJ501516,,,,,,american crow,2001,,bird
KJ501517,,,,,,american crow,2002,,bird
KJ501519,,,,,,american crow,2002,,bird
KJ501527,,,,,,american crow,2003,,bird
KT862844,West Nile virus,USA,TX,Harris County,,american crow,40784,"    Deep Insights into the West Nile Virus Genome-Natural Features of
            Viral Evolution
  ",bird
W001,,,CA,SanDiego,,american crow,39357,,bird
W002,,,CA,SanDiego,,american crow,39357,,bird
W003,,,CA,SanDiego,,american crow,39678,,bird
W004,,,CA,SanDiego,,american crow,39946,,bird
W005,,,CA,SanDiego,,american crow,41211,,bird
W006,,,CA,SanDiego,,american crow,41465,,bird
W007,,,CA,SanDiego,,american crow,41478,,bird
W008,,,CA,SanDiego,,american crow,41919,,bird
W009,,,CA,SanDiego,,american crow,42279,,bird
W010,,,CA,SanDiego,,american crow,42597,,bird
W018,,,CA,SanDiego,,american crow,39160,,bird
W019,,,CA,SanDiego,,american crow,39357,,bird
W020,,,CA,SanDiego,,american crow,39357,,bird
W022,,,CA,SanDiego,,american crow,39484,,bird
W026,,,CA,SanDiego,,american crow,39582,,bird
W028,,,CA,SanDiego,,american crow,39610,,bird
W029,,,CA,SanDiego,,american crow,39610,,bird
W033,,,CA,SanDiego,,american crow,39667,,bird
W036,,,CA,SanDiego,,american crow,39709,,bird
W037,,,CA,SanDiego,,american crow,39709,,bird
W038,,,CA,SanDiego,,american crow,39783,,bird
W039,,,CA,SanDiego,,american crow,39790,,bird
W041,,,CA,SanDiego,,american crow,39709,,bird
W045,,,CA,SanDiego,,american crow,39895,,bird
W047,,,CA,SanDiego,,american crow,39954,,bird
W049,,,CA,SanDiego,,american crow,39982,,bird
W050,,,CA,SanDiego,,american crow,40071,,bird
W051,,,CA,SanDiego,,american crow,40086,,bird
W055,,,CA,SanDiego,,american crow,41487,,bird
W057,,,CA,SanDiego,,american crow,41526,,bird
W058,,,CA,SanDiego,,american crow,41579,,bird
W059,,,CA,SanDiego,,american crow,41585,,bird
W062,,,CA,SanDiego,,american crow,41837,,bird
W065,,,CA,SanDiego,,american crow,41907,,bird
W067,,,CA,SanDiego,,american crow,41915,,bird
W073,,,CA,SanDiego,,american crow,41960,,bird
W077,,,CA,SanDiego,,american crow,42137,,bird
W095,,,CA,SanDiego,,american crow,43013,,bird
W097,,,CA,SanDiego,,american crow,43027,,bird
W101,,,CA,SanDiego,,american crow,42247,,bird
W102,,,CA,SanDiego,,american crow,42247,,bird
W104,,,CA,SanDiego,,american crow,42279,,bird
W110,,,CA,SanDiego,,american crow,42396,,bird
W111,,,CA,SanDiego,,american crow,42403,,bird
W112,,,CA,SanDiego,,american crow,42418,,bird
W113,,,CA,LosAngeles,,american crow,38132,,bird
W114,,,CA,SanBernardino,,american crow,38135,,bird
W115,,,CA,LosAngeles,,american crow,38177,,bird
W132,,,CA,LosAngeles,,american crow,39685,,bird
W143,,,CA,LosAngeles,,american crow,41066,,bird
W145,,,CA,Riverside,,american crow,41074,,bird
W146,,,CA,Tulare,,american crow,41081,,bird
W147,,,CA,LosAngeles,,american crow,41107,,bird
W148,,,CA,Merced,,american crow,41107,,bird
W150,,,CA,LosAngeles,,american crow,41110,,bird
W161,,,CA,Riverside,,american crow,42903,,bird
W163,,,CA,LosAngeles,,american crow,42909,,bird
W164,,,CA,LosAngeles,,american crow,42909,,bird
W166,,,CA,Riverside,,american crow,42919,,bird
W168,,,CA,LosAngeles,,american crow,42929,,bird
W169,,,CA,ContraCosta,,american crow,42942,,bird
W173,,,CA,Ventura,,american crow,42975,,bird
W253,,,CA,Kern,,american crow,38210,,bird
W342,,,CA,Kern,,american crow,42920,,bird
W502,,,CA,SanDiego,,american crow,39484,,bird
W505,,,CA,SanDiego,,american crow,39590,,bird
W506,,,CA,SanDiego,,american crow,39601,,bird
W507,,,CA,SanDiego,,american crow,39617,,bird
W508,,,CA,SanDiego,,american crow,39617,,bird
W509,,,CA,SanDiego,,american crow,39617,,bird
W510,,,CA,SanDiego,,american crow,39657,,bird
W512,,,CA,SanDiego,,american crow,39671,,bird
W513,,,CA,SanDiego,,american crow,39685,,bird
W514,,,CA,SanDiego,,american crow,39695,,bird
W515,,,CA,SanDiego,,american crow,39701,,bird
W516,,,CA,SanDiego,,american crow,39703,,bird
W518,,,CA,SanDiego,,american crow,39714,,bird
W521,,,CA,SanDiego,,american crow,39716,,bird
W522,,,CA,SanDiego,,american crow,40082,,bird
W523,,,CA,SanDiego,,american crow,39757,,bird
W524,,,CA,SanDiego,,american crow,39762,,bird
W526,,,CA,SanDiego,,american crow,39783,,bird
W528,,,CA,SanDiego,,american crow,39790,,bird
W530,,,CA,SanDiego,,american crow,39829,,bird
W531,,,CA,SanDiego,,american crow,39839,,bird
W532,,,CA,SanDiego,,american crow,39849,,bird
W533,,,CA,SanDiego,,american crow,39982,,bird
W534,,,CA,SanDiego,,american crow,39987,,bird
W536,,,CA,SanDiego,,american crow,40086,,bird
W537,,,CA,SanDiego,,american crow,40108,,bird
W538,,,CA,SanDiego,,american crow,41834,,bird
W539,,,CA,SanDiego,,american crow,41864,,bird
W540,,,CA,SanDiego,,american crow,41905,,bird
W541,,,CA,SanDiego,,american crow,41911,,bird
W542,,,CA,SanDiego,,american crow,41914,,bird
W544,,,CA,SanDiego,,american crow,41956,,bird
W550,,,CA,SanDiego,,american crow,42122,,bird
W553,,,CA,SanDiego,,american crow,42187,,bird
W556,,,CA,SanDiego,,american crow,42206,,bird
W558,,,CA,SanDiego,,american crow,42219,,bird
W560,,,CA,SanDiego,,american crow,42233,,bird
W563,,,CA,SanDiego,,american crow,42241,,bird
W564,,,CA,SanDiego,,american crow,42248,,bird
W566,,,CA,SanDiego,,american crow,42255,,bird
W568,,,CA,SanDiego,,american crow,42257,,bird
W569,,,CA,SanDiego,,american crow,42269,,bird
W570,,,CA,SanDiego,,american crow,42269,,bird
W571,,,CA,SanDiego,,american crow,42269,,bird
W572,,,CA,SanDiego,,american crow,42275,,bird
W573,,,CA,SanDiego,,american crow,42278,,bird
W574,,,CA,SanDiego,,american crow,42279,,bird
W575,,,CA,SanDiego,,american crow,42283,,bird
W576,,,CA,SanDiego,,american crow,42284,,bird
W577,,,CA,SanDiego,,american crow,42287,,bird
W578,,,CA,SanDiego,,american crow,42293,,bird
W579,,,CA,SanDiego,,american crow,42310,,bird
W584,,,CA,SanDiego,,american crow,42427,,bird
W585,,,CA,SanDiego,,american crow,42428,,bird
W586,,,CA,SanDiego,,american crow,42445,,bird
W587,,,CA,SanDiego,,american crow,42471,,bird
W589,,,CA,SanDiego,,american crow,42481,,bird
W592,,,CA,SanDiego,,american crow,42951,,bird
W594,,,CA,SanDiego,,american crow,42971,,bird
W727,,,CA,Sacramento,,american crow,40361,,bird
W728,,,CA,Sacramento,,american crow,40368,,bird
W730,,,CA,Sacramento,,american crow,40392,,bird
W732,,,CA,Sacramento,,american crow,40438,,bird
W733,,,CA,Sacramento,,american crow,40443,,bird
W734,,,CA,Sacramento,,american crow,40773,,bird
W736,,,CA,Sacramento,,american crow,40779,,bird
W738,,,CA,Sacramento,,american crow,40784,,bird
W739,,,CA,Sacramento,,american crow,40788,,bird
W740,,,CA,Sacramento,,american crow,40792,,bird
W743,,,CA,Sacramento,,american crow,41073,,bird
W745,,,CA,Sacramento,,american crow,41083,,bird
W748,,,CA,Sacramento,,american crow,41425,,bird
W749,,,CA,Sacramento,,american crow,41457,,bird
W752,,,CA,Sacramento,,american crow,41485,,bird
W754,,,CA,Sacramento,,american crow,41535,,bird
W756,,,CA,Sacramento,,american crow,41830,,bird
W758,,,CA,Sacramento,,american crow,41886,,bird
W762,,,CA,Yolo,,american crow,42166,,bird
W766,,,CA,Yolo,,american crow,42228,,bird
W768,,,CA,Sacramento,,american crow,42281,,bird
W771,,,CA,Sacramento,,american crow,42541,,bird
W774,,,CA,Sacramento,,american crow,42561,,bird
W775,,,CA,Yolo,,american crow,42579,,bird
W781,,,CA,Sacramento,,american crow,42986,,bird
W792,,,CA,Yolo,,american crow,38567,,bird
W810,,,CA,Sacramento,,american crow,39512,,bird
KJ501293,,,,,,american kestrel,2003,,bird
W152,,,CA,Placer,,american robin,41488,,bird
W257,,,CA,Kern,,american robin,38519,,bird
W272,,,CA,Kern,,american robin,38911,,bird
W820,,,CA,Sacramento,,american robin,40060,,bird
KJ501236,,,CA,,,american white pelican,2009,,bird
KJ501237,,,,,,american white pelican,2008,,bird
KJ501241,,,,,,american white pelican,2009,,bird
KJ501242,,,,,,american white pelican,2010,,bird
KJ501250,,,,,,american white pelican,2009,,bird
KJ501255,,,,,,american white pelican,2008,,bird
KJ501256,,,,,,american white pelican,2009,,bird
KJ501260,,,,,,american white pelican,2008,,bird
KJ501297,,,,,,american white pelican,2003,,bird
KJ501307,,,MN,,,american white pelican,2002,,bird
KJ501322,,,,,,american white pelican,2002,,bird
KJ501323,,,,,,american white pelican,2003,,bird
KJ501324,,,,,,american white pelican,2003,,bird
KJ501335,,,,,,american white pelican,2005,,bird
KJ501346,,,,,,american white pelican,2003,,bird
KJ501348,,,,,,american white pelican,2003,,bird
KJ501350,,,,,,american white pelican,2003,,bird
KJ501381,,,,,,american white pelican,2003,,bird
KJ501386,,,,,,american white pelican,2007,,bird
KJ501389,,,,,,american white pelican,2003,,bird
KJ501390,,,,,,american white pelican,2003,,bird
KJ501391,,,,,,american white pelican,2003,,bird
KJ501392,,,,,,american white pelican,2003,,bird
KJ501402,,,,,,american white pelican,2004,,bird
KJ501403,,,,,,american white pelican,2005,,bird
KJ501404,,,,,,american white pelican,2005,,bird
KJ501405,,,,,,american white pelican,2006,,bird
KJ501406,,,,,,american white pelican,2006,,bird
KJ501407,,,,,,american white pelican,2006,,bird
KJ501408,,,,,,american white pelican,2006,,bird
KJ501409,,,,,,american white pelican,2006,,bird
KJ501419,,,,,,american white pelican,2004,,bird
KJ501440,,,,,,american white pelican,2008,,bird
KJ501485,,,,,,american white pelican,2006,,bird
KJ501488,,,,,,american white pelican,2003,,bird
KJ501492,,,,,,american white pelican,2005,,bird
KJ501518,,,,,,american white pelican,2007,,bird
KJ501520,,,,,,american white pelican,2004,,bird
KJ501521,,,,,,american white pelican,2006,,bird
KJ501522,,,,,,american white pelican,2004,,bird
KJ501525,,,,,,american white pelican,2004,,bird
KJ501262,West Nile virus,USA,,,feather,anas platyrhynchos,2010,"    Direct Submission
  ",bird
DQ411034,West Nile virus,Russia,,,,anopheles messeae,,"    Direct Submission
  ",mosquito
DQ411035,West Nile virus,Russia,,,,anopheles messeae,,"    Direct Submission
  ",mosquito
KX547429,West Nile virus,USA,NY, Weschester county,,anopheles sp.,37483,"    Direct Submission
  ",mosquito
OP609802,West Nile virus,Italy,,,,athene noctua,44754,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
KX547321,West Nile virus,USA,NY, Rockland county,,baeolophus bicolor,38602,"    Direct Submission
  ",bird
MH170264,West Nile virus,USA, GA, Muscogee County,bird,baeolophus bicolor,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
KJ501442,,,,,,bald eagle,2010,,bird
W0929,,,ID,,,bald eagle,2017,,bird
W763,,,CA,Yolo,,barn swallow,42197,,bird
JN819315,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird
JN819318,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird
JN819319,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird
JN819320,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird
JX041629,West Nile virus,Azerbaijan,,,,bird,1967,"    Direct Submission
  ",bird
JX041630,West Nile virus,Azerbaijan,,,,bird,1967,"    Direct Submission
  ",bird
MH166882,West Nile virus,USA,VA, Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH166883,West Nile virus,USA,VA, Norfolk County,,bird,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH166901,West Nile virus,USA,VA, Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH166903,West Nile virus,USA,VA, Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH166904,West Nile virus,USA,VA, Norfolk County,,bird,2000,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
MH166905,West Nile virus,USA,VA, Norfolk County,,bird,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
KJ501296,,,,,,black billed magpie,2002,,bird
KJ501372,,,,,,black vulture,2003,,bird
AY712947,West Nile virus,USA,TX,,,blue jay,2003,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",bird
FJ527738,West Nile virus,USA,LA,,,blue jay,2001,"    Complete genome analysis and virulence characteristics of the
            Louisiana West Nile virus strain LSU-AR01
  ",bird
GU827998,,,TX,Hall County ,,blue jay,2002,,bird
HQ671742,,,IL,,,blue jay,2002,,bird
JF415917,West Nile virus,USA,TX,,,blue jay,2007,"    Evolution of new genotype of West Nile virus in North America
  ",bird
JF415918,West Nile virus,USA,TX,,,blue jay,2007,"    Evolution of new genotype of West Nile virus in North America
  ",bird
JF415920,West Nile virus,USA,TX,,,blue jay,2007,"    Evolution of new genotype of West Nile virus in North America
  ",bird
JF415921,West Nile virus,USA,TX,,,blue jay,2008,"    Evolution of new genotype of West Nile virus in North America
  ",bird
JF415924,West Nile virus,USA,TX,,,blue jay,2009,"    Evolution of new genotype of West Nile virus in North America
  ",bird
JF415929,West Nile virus,USA,TX,,,blue jay,2005,"    Evolution of new genotype of West Nile virus in North America
  ",bird
JN183891,,,IL,,,blue jay,2002,,bird
KJ501261,,,TX,,,blue jay,2002,,bird
KJ501263,,,,,,blue jay,2002,,bird
KJ501264,,,,,,blue jay,2001,,bird
KJ501265,,,,,,blue jay,2002,,bird
KJ501295,,,,,,blue jay,2002,,bird
KJ501298,,,,,,blue jay,2002,,bird
KJ501300,,,,,,blue jay,2002,,bird
KJ501301,,,,,,blue jay,2002,,bird
KJ501303,,,,,,blue jay,2002,,bird
KJ501316,,,KS,,,blue jay,2003,,bird
KJ501336,,,,,,blue jay,2001,,bird
KJ501338,,,,,,blue jay,2002,,bird
KJ501339,,,,,,blue jay,2002,,bird
KJ501355,,,,,,blue jay,2002,,bird
KJ501356,,,,,,blue jay,2003,,bird
KJ501360,,,,,,blue jay,2003,,bird
KJ501361,,,,,,blue jay,2001,,bird
KJ501370,,,,,,blue jay,2002,,bird
KJ501371,,,,,,blue jay,2002,,bird
KJ501373,,,,,,blue jay,2002,,bird
KJ501379,,,,,,blue jay,2001,,bird
KJ501383,,,,,,blue jay,2002,,bird
KJ501384,,,,,,blue jay,2002,,bird
KJ501387,,,,,,blue jay,2002,,bird
KJ501388,,,,,,blue jay,2002,,bird
KJ501397,,,,,,blue jay,2002,,bird
KJ501444,,,GA,,,blue jay,2002,,bird
KJ501478,,,,,,blue jay,2003,,bird
KJ501482,,,,,,blue jay,2002,,bird
KJ501483,,,,,,blue jay,2002,,bird
KJ501495,,,,,,blue jay,2002,,bird
KJ501496,,,,,,blue jay,2001,,bird
KJ501513,,,GA,,,blue jay,2002,,bird
KJ501528,,,TX,,,blue jay,2002,,bird
KT862843,West Nile virus,USA,TX,Harris County,,blue jay,40429,"    Deep Insights into the West Nile Virus Genome-Natural Features of
            Viral Evolution
  ",bird
W1398,,,MN,Carver,,blue jay,37475,,bird
AY712946,West Nile virus,USA,TX,,,bluejay,2003,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",bird
DQ164206,West Nile virus,USA, TX,Harris County,,bluejay,2004,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",bird
GU827999,,,TX,,,bluejay,2003,,bird
GU828000,,,TX,Hall County ,,bluejay,2003,,bird
GU828004,,,TX,Montgomery County,,bluejay,2003,,bird
KJ501340,,,,,,boat tailed grackle,2003,,bird
KJ501329,West Nile virus,USA,ND,,"kidney, spleen, and heart",branta canadensis,2003,"    Direct Submission
  ",bird
KJ501504,West Nile virus,USA,ND,,feather,branta canadensis,2003,"    Direct Submission
  ",bird
KJ501530,West Nile virus,USA,PA,,feather,branta canadensis,2012,"    Direct Submission
  ",bird
W256,,,CA,Kern,,brewer's blackbird,38238,,bird
W772,,,CA,Sacramento,,brewer's blackbird,42543,,bird
KJ501398,,,,,,brown pelican,2004,,bird
KJ501271,West Nile virus,USA,NJ,,kidney and spleen,bubo virginianus,2003,"    Direct Submission
  ",bird
KJ501276,West Nile virus,USA,OH,,kidney and spleen,bubo virginianus,2002,"    Direct Submission
  ",bird
KJ501282,West Nile virus,USA,WI,,kidney and spleen,bubo virginianus,2001,"    Direct Submission
  ",bird
KJ501466,West Nile virus,USA,MI,,eyelid,bubo virginianus,2002,"    Direct Submission
  ",bird
KJ501467,West Nile virus,USA,MI,,blood,bubo virginianus,2002,"    Direct Submission
  ",bird
KJ501474,West Nile virus,USA,IA,,brain,bubo virginianus,2002,"    Direct Submission
  ",bird
MH170233,West Nile virus,USA, CO," Loveland, LarimerCounty",bird,bubo virginianus,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
KJ501328,West Nile virus,USA,ND,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird
KJ501331,West Nile virus,USA,OH,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird
KJ501462,West Nile virus,USA,IA,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird
MH170248,West Nile virus,USA, CO," Wellington, Larimer County",bird,buteo jamaicensis,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird
KJ501342,,,,,,ca condor,2005,,bird
W122,,,CA,Butte,,ca scrub jay,38943,,bird
W124,,,CA,Butte,,ca scrub jay,39254,,bird
W125,,,CA,Stanislaus,,ca scrub jay,39257,,bird
W126,,,CA,Fresno,,ca scrub jay,39257,,bird
W130,,,CA,ContraCosta,,ca scrub jay,39678,,bird
W131,,,CA,Stanislaus,,ca scrub jay,39681,,bird
W134,,,CA,Kings,,ca scrub jay,39987,,bird
W139,,,CA,Fresno,,ca scrub jay,40392,,bird
W140,,,CA,SanJoaquin,,ca scrub jay,40735,,bird
W144,,,CA,Stanislaus,,ca scrub jay,41072,,bird
W149,,,CA,Tulare,,ca scrub jay,41112,,bird
W154,,,CA,Butte,,ca scrub jay,41493,,bird
W158,,,CA,Butte,,ca scrub jay,41506,,bird
W159,,,CA,Merced,,ca scrub jay,41511,,bird
W165,,,CA,SanBernardino,,ca scrub jay,42916,,bird
W274,,,CA,Kern,,ca scrub jay,38929,,bird
W275,,,CA,Kern,,ca scrub jay,38930,,bird
W276,,,CA,Kern,,ca scrub jay,38931,,bird
W278,,,CA,Kern,,ca scrub jay,38938,,bird
W280,,,CA,Kern,,ca scrub jay,38944,,bird
W284,,,CA,Kern,,ca scrub jay,39240,,bird
W286,,,CA,Kern,,ca scrub jay,39247,,bird
W287,,,CA,Kern,,ca scrub jay,39253,,bird
W288,,,CA,Kern,,ca scrub jay,39255,,bird
W289,,,CA,Kern,,ca scrub jay,39258,,bird
W290,,,CA,Kern,,ca scrub jay,39258,,bird
W291,,,CA,Kern,,ca scrub jay,39262,,bird
W293,,,CA,Kern,,ca scrub jay,39268,,bird
W294,,,CA,Kern,,ca scrub jay,39272,,bird
W295,,,CA,Kern,,ca scrub jay,39272,,bird
W296,,,CA,Kern,,ca scrub jay,39272,,bird
W297,,,CA,Kern,,ca scrub jay,39275,,bird
W298,,,CA,Kern,,ca scrub jay,39276,,bird
W305,,,CA,Kern,,ca scrub jay,39972,,bird
W307,,,CA,Kern,,ca scrub jay,39979,,bird
W313,,,CA,Kern,,ca scrub jay,40371,,bird
W314,,,CA,Kern,,ca scrub jay,40378,,bird
W319,,,CA,Kern,,ca scrub jay,40385,,bird
W325,,,CA,Kern,,ca scrub jay,40763,,bird
W339,,,CA,Kern,,ca scrub jay,41435,,bird
W731,,,CA,Sacramento,,ca scrub jay,40433,,bird
W742,,,CA,Sacramento,,ca scrub jay,41067,,bird
W746,,,CA,Sacramento,,ca scrub jay,41088,,bird
W750,,,CA,Yolo,,ca scrub jay,41471,,bird
W755,,,CA,Sacramento,,ca scrub jay,41805,,bird
W757,,,CA,Sacramento,,ca scrub jay,41863,,bird
W765,,,CA,Sacramento,,ca scrub jay,42222,,bird
W770,,,CA,Sacramento,,ca scrub jay,42536,,bird
W782,,,CA,Yolo,,ca scrub jay,42995,,bird
W800,,,CA,Sacramento,,ca scrub jay,38909,,bird
W812,,,CA,Sacramento,,ca scrub jay,39635,,bird
W818,,,CA,Sacramento,,ca scrub jay,40043,,bird
W821,,,CA,Sacramento,,ca scrub jay,40083,,bird
W823,,,CA,Yolo,,ca scrub jay,40088,,bird
KJ501461,West Nile virus,USA,FL,,kidney and spleen,calidris alba,2005,"    Direct Submission
  ",bird
KU588135,West Nile virus,United Arab Emirates,,,,camelus dromedarius,2015,"    First isolation of West Nile virus from a dromedary camel
  ",other_species
KJ501254,,,,,,canada goose,2008,,bird
KX547263,West Nile virus,USA,NY,Albany county,,cardinalis cardinalis,37515,"    Direct Submission
  ",bird
KX547461,West Nile virus,USA,NY, Suffolk county,,cardinalis cardinalis,38572,"    Direct Submission
  ",bird
KX547560,West Nile virus,USA,NY, Suffolk county,,carduelis tristis,38612,"    Direct Submission
  ",bird
KX547168,West Nile virus,USA,NY,Albany county,,carpodacus mexicanus,41179,"    Direct Submission
  ",bird
KX547366,West Nile virus,USA,NY, Bronx county,,carpodacus mexicanus,38574,"    Direct Submission
  ",bird
KX547384,West Nile virus,USA,NY, Richmond county,,carpodacus mexicanus,38936,"    Direct Submission
  ",bird
KX547590,West Nile virus,USA,NY, Queens county,,carpodacus mexicanus,38239,"    Direct Submission
  ",bird
DQ080072,,,FL,Palm Beach Co.,,catbird,2001,,bird
KJ501469,West Nile virus,USA,NE,,feather,charadrius melodus,2003,"    Direct Submission
  ",bird
KX547217,West Nile virus,USA, NY, Kings county,,colaptes auratus,38624,"    Direct Submission
  ",bird
OP009520,West Nile virus,Italy,,,,collared dove,2021,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",bird
DQ411032,West Nile virus,Russia,,,,columba livia,,"    Direct Submission
  ",bird
OP609805,West Nile virus,Italy,,,,columba palumbus,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird
JF415915,West Nile virus,USA,TX,,,common grackle,2006,"    Evolution of new genotype of West Nile virus in North America
  ",bird
KJ501302,,,,,,common grackle,2002,,bird
W083,,,CA,SanDiego,,cooper's hawk,42230,,bird
W525,,,CA,SanDiego,,coopers hawk,39769,,bird
KX547220,West Nile virus,USA,NY, Suffolk county,,coquillettidia sp.,40773,"    Direct Submission
  ",mosquito
KX547394,West Nile virus,USA,NY, Suffolk county,,coquillettidia sp.,38930,"    Direct Submission
  ",mosquito
KX547416,West Nile virus,USA,NY, Onondaga county,,coquillettidia sp.,40759,"    Direct Submission
  ",mosquito
KX547432,West Nile virus,USA,NY, Suffolk county,,coquillettidia sp.,38939,"    Direct Submission
  ",mosquito
KX547507,West Nile virus,USA,NY, Onondaga county,,coquillettidia sp.,40766,"    Direct Submission
  ",mosquito
HM488125,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird
HM488126,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird
HM488127,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird
HM488128,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird
HM488177,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird
HM488178,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird
HM488179,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird
HM488180,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird
HM488181,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird
HM488182,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird
HM488186,West Nile virus,USA,IL,,,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird
HM488187,West Nile virus,USA,IL,,,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird
HM488188,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird
HM488190,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird
HM488191,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird
HM488192,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird
HM488193,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird
HM488194,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird
HM488196,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird
HM488197,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird
HM488199,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird
HM488200,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird
HM488201,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird
HM488203,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird
HM488204,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird
