Name,ecotype_number,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
MH170269,52,West Nile virus,USA,GA,Dekalb County,bird,cyanocitta cristata,2005,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Blue Jay
MH170270,20,West Nile virus,USA,GA,Henry County,bird,corvus brachyrhynchos,2004,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,American Crow
MH170271,82,West Nile virus,USA,GA,Dekalb County,mosquito,culex sp.,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170272,13,West Nile virus,USA,GA,Chatham,mosquito pool (25),culex sp.,2007,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito,Culex
MH170273,91,West Nile virus,USA,GA,Lowndes County,bird,corvus brachyrhynchos,2001,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,American Crow
MH170274,53,West Nile virus,USA,GA,Fulton County,bird,cyanocitta cristata,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,Blue Jay
MH170275,83,West Nile virus,USA,GA,Dekalb County,bird,corvus brachyrhynchos,2002,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,American Crow
MH170276,91,West Nile virus,USA,GA,Dekalb County,bird,corvus brachyrhynchos,2001,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",bird,American Crow
MH643887,91,West Nile virus,Brazil,,,brain,equine,43216,"    First isolation of West Nile virus in Brazil
  ",other_species,
MK352483,60,West Nile virus,USA,DC,,,psorophora sp.,2018,"    Direct Submission
  ",mosquito,Psorophora and Coquillettidia
MN149538,105,West Nile virus,Russia,,,,acrocephalus dumetorum,38838,"    Mixed tick-borne encephalitis and Western Nile infection in
            Acrocephalus dumetorum in the south of the Tomsk region
  ",bird,Passeriformes
MN849176,97,West Nile virus,USA,DC,,,aedes albopictus,43709,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
MT863559,105,West Nile virus,France,,,,equus caballus,42280,"    Contrasted Epidemiological Patterns of West Nile Virus Lineages 1
            and 2 Infections in France from 2015 to 2019
  ",other_species,
MT905060,91,West Nile virus,Brazil,"Espirito Santo state, Joao Neiva",,Central Nervous System,equus caballus,43629,"    Evidence for current circulation of an ancient West Nile virus
            strain (NY99) in Brazil
  ",other_species,
MW420987,97,West Nile virus,Brazil,Piaui,,red blood cells,horse,44064,"    Direct Submission
  ",other_species,
MW420988,97,West Nile virus,Brazil,Sao Paulo,,red blood cells,horse,43676,"    Direct Submission
  ",other_species,
MW420989,97,West Nile virus,Brazil,Minas Gerais,,red blood cells,horse,43292,"    Direct Submission
  ",other_species,
MW915462,105,West Nile virus,Spain,"Manilva, Malaga",,brain,accipiter gentilis,42979,"    A new cluster of West Nile virus lineage 1 isolated from a northern
            goshawk in Spain
  ",bird,Accipitriformes
MZ595324,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595325,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595326,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595327,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595329,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595331,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595334,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595335,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595336,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ595339,82,West Nile virus,USA,,,,,,"    Experimental Evolution of West Nile Virus at Higher Temperatures
            Facilitates Broad Adaptation and Increased Genetic Diversity
  ",,
MZ605381,97,West Nile virus,USA,,,,flamingo,1999,"    West Nile virus reference strains
  ",bird,Other Birds
OK631659,59,West Nile virus,USA,NY,Erie County,,culex pipiens restuans complex,41506,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito,Culex
OK631660,60,West Nile virus,USA,NY,Nassau County,,culex pipiens restuans complex,42262,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito,Culex
OK631661,59,West Nile virus,USA,NY,Erie County,,culex pipiens restuans complex,42620,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito,Culex
OL741623,60,West Nile virus,USA,CO,,Gravid trap,culex pipiens,43338,"    Direct Submission
  ",mosquito,Culex
ON994909,61,West Nile virus,USA,MA,Lexington,,alpaca,43714,"    Direct Submission
  ",other_species,
ON994910,50,West Nile virus,USA,CT,Brandford,,crow,44458,"    Direct Submission
  ",bird,Passeriformes
OP009520,105,West Nile virus,Italy,,,,collared dove,2021,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",bird,Columbiformes
OP009521,105,West Nile virus,Italy,,,,culex pipiens,44431,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP009522,105,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP009523,105,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP009524,105,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP009525,105,West Nile virus,Italy,,,,culex pipiens,44733,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito,Culex
OP609790,105,West Nile virus,Italy,,,,homo sapiens,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609791,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609792,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609793,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609794,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609795,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609796,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609797,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609798,105,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609799,105,West Nile virus,Italy,,,,larus michahellis,44743,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Charadriiformes
OP609800,105,West Nile virus,Italy,,,,passer domesticus,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609801,105,West Nile virus,Italy,,,,turdus merula,44750,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609802,105,West Nile virus,Italy,,,,athene noctua,44754,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Strigiformes
OP609803,105,West Nile virus,Italy,,,,pica pica,44756,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609804,105,West Nile virus,Italy,,,,garrulus glandarius,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609805,105,West Nile virus,Italy,,,,columba palumbus,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Columbiformes
OP609806,105,West Nile virus,Italy,,,,egretta garzetta,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Other Birds
OP609807,105,West Nile virus,Italy,,,,pica pica,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609808,105,West Nile virus,Italy,,,,pica pica,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609809,105,West Nile virus,Italy,,,,corvus corone,44776,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609810,105,West Nile virus,Italy,,,,culex pipiens,44777,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",mosquito,Culex
OP609811,105,West Nile virus,Italy,,,,equus caballus,44777,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",other_species,
OP609812,105,West Nile virus,Italy,,,,corvus corone,44780,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP609813,105,West Nile virus,Italy,,,,culex pipiens,44782,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",mosquito,Culex
OP609814,105,West Nile virus,Italy,,,,culex pipiens,44784,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",mosquito,Culex
OP609815,105,West Nile virus,Italy,,,,corvus corone,44790,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
OP617270,105,West Nile virus,Turkey,,,,homo sapiens,2018,"    Direct Submission
  ",human,
OQ357819,105,West Nile virus,Spain,,,,culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ357820,105,West Nile virus,Spain,,,,culex perexiguus,,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ357821,105,West Nile virus,Spain,,,,culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ357822,105,West Nile virus,Spain,,,,culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  ",mosquito,Culex
OQ689696,105,West Nile virus,Italy,Sicily,,,horse,44855,"    Direct Submission
  ",other_species,
OQ689697,105,West Nile virus,Italy,Sicily,,,horse,44846,"    Direct Submission
  ",other_species,
OR605719,60,West Nile virus,USA,FL,Miami,,culex quinquefasciatus,43991,"    Direct Submission
  ",mosquito,Culex
OR605720,60,West Nile virus,USA,FL,Miami,,culex quinquefasciatus,43991,"    Direct Submission
  ",mosquito,Culex
PP104379,105,West Nile virus,Italy,Veneto,,,culex pipiens,45162,"    Direct Submission
  ",mosquito,Culex
PP104380,105,West Nile virus,Italy,EmiliaRomagna,,,culex pipiens,45122,"    Direct Submission
  ",mosquito,Culex
PP104381,105,West Nile virus,Italy,Veneto,,,culex pipiens,45177,"    Direct Submission
  ",mosquito,Culex
PP104382,105,West Nile virus,Italy,Veneto,,,jay,45147,"    Direct Submission
  ",bird,Passeriformes
W001,28,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W002,28,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W003,28,,,CA,SanDiego,,american crow,39678,,bird,American Crow
W004,28,,,CA,SanDiego,,american crow,39946,,bird,American Crow
W005,27,,,CA,SanDiego,,american crow,41211,,bird,American Crow
W006,31,,,CA,SanDiego,,american crow,41465,,bird,American Crow
W007,31,,,CA,SanDiego,,american crow,41478,,bird,American Crow
W008,1,,,CA,SanDiego,,american crow,41919,,bird,American Crow
W009,1,,,CA,SanDiego,,american crow,42279,,bird,American Crow
W010,1,,,CA,SanDiego,,american crow,42597,,bird,American Crow
W011,28,,,CA,SanDiego,,sharp shinned hawk,39790,,bird,Accipitriformes
W012,4,,,CA,SanDiego,,hawk,41940,,bird,Accipitriformes
W013,34,,,CA,SanDiego,,hawk,42551,,bird,Accipitriformes
W014,1,,,CA,SanDiego,,culex quinquefasciatus,41943,,mosquito,Culex
W015,1,,,CA,SanDiego,,culex quinquefasciatus,42237,,mosquito,Culex
W016,1,,,CA,SanDiego,,culex tarsalis,42506,,mosquito,Culex
W017,28,,,CA,SanDiego,,jaybird,39160,,bird,Passeriformes
W018,28,,,CA,SanDiego,,american crow,39160,,bird,American Crow
W019,28,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W020,28,,,CA,SanDiego,,american crow,39357,,bird,American Crow
W022,28,,,CA,SanDiego,,american crow,39484,,bird,American Crow
W026,28,,,CA,SanDiego,,american crow,39582,,bird,American Crow
W028,28,,,CA,SanDiego,,american crow,39610,,bird,American Crow
W029,28,,,CA,SanDiego,,american crow,39610,,bird,American Crow
W030,28,,,CA,SanDiego,,sharp shinned hawk,39624,,bird,Accipitriformes
W033,28,,,CA,SanDiego,,american crow,39667,,bird,American Crow
W034,28,,,CA,SanDiego,,western scrub jay,39667,,bird,Passeriformes
W036,28,,,CA,SanDiego,,american crow,39709,,bird,American Crow
W037,28,,,CA,SanDiego,,american crow,39709,,bird,American Crow
W038,28,,,CA,SanDiego,,american crow,39783,,bird,American Crow
W039,28,,,CA,SanDiego,,american crow,39790,,bird,American Crow
W041,28,,,CA,SanDiego,,american crow,39709,,bird,American Crow
W042,28,,,CA,SanDiego,,red shouldered hawk,39833,,bird,Accipitriformes
W043,28,,,CA,SanDiego,,sharp shinned hawk,39790,,bird,Accipitriformes
W044,28,,,CA,SanDiego,,sharp shinned hawk,39783,,bird,Accipitriformes
W045,28,,,CA,SanDiego,,american crow,39895,,bird,American Crow
W047,28,,,CA,SanDiego,,american crow,39954,,bird,American Crow
W048,28,,,CA,SanDiego,,sharp shinned hawk,39804,,bird,Accipitriformes
W049,28,,,CA,SanDiego,,american crow,39982,,bird,American Crow
W050,28,,,CA,SanDiego,,american crow,40071,,bird,American Crow
W051,28,,,CA,SanDiego,,american crow,40086,,bird,American Crow
W055,31,,,CA,SanDiego,,american crow,41487,,bird,American Crow
W057,31,,,CA,SanDiego,,american crow,41526,,bird,American Crow
W058,28,,,CA,SanDiego,,american crow,41579,,bird,American Crow
W059,31,,,CA,SanDiego,,american crow,41585,,bird,American Crow
W060,1,,,CA,SanDiego,,hawk,41585,,bird,Accipitriformes
W061,1,,,CA,SanDiego,,hawk,41857,,bird,Accipitriformes
W062,1,,,CA,SanDiego,,american crow,41837,,bird,American Crow
W065,1,,,CA,SanDiego,,american crow,41907,,bird,American Crow
W067,1,,,CA,SanDiego,,american crow,41915,,bird,American Crow
W068,4,,,CA,SanDiego,,hawk,41940,,bird,Accipitriformes
W073,1,,,CA,SanDiego,,american crow,41960,,bird,American Crow
W074,1,,,CA,SanDiego,,raven,41991,,bird,Passeriformes
W075,1,,,CA,SanDiego,,raven,41991,,bird,Passeriformes
W077,1,,,CA,SanDiego,,american crow,42137,,bird,American Crow
W078,1,,,CA,SanDiego,,culex quinquefasciatus,42195,,mosquito,Culex
W082,1,,,CA,SanDiego,,culex quinquefasciatus,42230,,mosquito,Culex
W083,58,,,CA,SanDiego,,cooper's hawk,42230,,bird,Accipitriformes
W0831,60,,,OH,Lucas,,,43294,,,
W0835,62,,,OH,Lucas,,,43298,,,
W0836,62,,,OH,Lucas,,,43298,,,
W0842,59,,,OH,Franklin,,,43298,,,
W085,1,,,CA,SanDiego,,culex quinquefasciatus,42237,,mosquito,Culex
W0856,59,,,OH,Franklin,,,43299,,,
W086,1,,,CA,SanDiego,,culex quinquefasciatus,42244,,mosquito,Culex
W0860,60,,,OH,Summit,,,43298,,,
W0861,59,,,OH,Summit,,,43298,,,
W0865,50,,,OH,Summit,,,43298,,,
W087,31,,,CA,SanDiego,,culex quinquefasciatus,42244,,mosquito,Culex
W0870,60,,,OH,Summit,,,43298,,,
W088,58,,,CA,SanDiego,,culex quinquefasciatus,42244,,mosquito,Culex
W089,28,,,CA,SanDiego,,culex quinquefasciatus,42276,,mosquito,Culex
W0891,59,,,OH,Lorain,,,43306,,,
W0899,60,,,OH,Montgomery,,,43305,,,
W090,1,,,CA,SanDiego,,culex tarsalis,42279,,mosquito,Culex
W0901,62,,,OH,Montgomery,,,43306,,,
W0902,60,,,OH,Montgomery,,,43308,,,
W0918,60,,,Virgin Islands,,,flamingo,2013,,bird,Other Birds
W092,34,,,CA,SanDiego,,culex quinquefasciatus,42321,,mosquito,Culex
W0920,2,,,WA,Grant,,magpie,2015,,bird,Passeriformes
W0921,2,,,WA,Kittitas,,magpie,2015,,bird,Passeriformes
W0926,2,,,WA,Spokane,,crow,2016,,bird,Passeriformes
W0929,1,,,ID,,,bald eagle,2017,,bird,Accipitriformes
W093,34,,,CA,SanDiego,,culex quinquefasciatus,42593,,mosquito,Culex
W0933,2,,,OR,Benton,,,2010,,,
W0939,2,,,WA,Grant,,,2015,,,
W094,34,,,CA,SanDiego,,culex quinquefasciatus,42600,,mosquito,Culex
W0940,2,,,WA,Grant,,,2016,,,
W0941,2,,,WA,Grant,,,2016,,,
W0942,31,,,OR,Jackson,,,2016,,,
W0943,31,,,OR,Josephine,,crow,2016,,bird,Passeriformes
W0944,2,,,OR,Umatilla,,,2017,,,
W0945,2,,,WA,Grant,,,2017,,,
W0946,31,,,OR,Klamath,,swainson's hawk,2017,,bird,Accipitriformes
W0947,2,,,OR,Morrow,,,2018,,,
W0948,2,,,OR,Umatilla,,,2018,,,
W095,34,,,CA,SanDiego,,american crow,43013,,bird,American Crow
W0950,84,,,NH,Rockingham,,culex salinarius,41521,,mosquito,Culex
W0951,61,,,NH,Rockingham,,cs. melanura,41548,,mosquito,Culiseta
W0952,50,,,NH,Hillsborough,,culex restuans,42256,,mosquito,Culex
W0953,59,,,NH,Rockingham,,cs. morsitans,42257,,mosquito,Culiseta
W0954,63,,,NH,Hillsborough,,culex pipiens/restuans,42947,,mosquito,Culex
W0955,62,,,NH,Hillsborough,,culex pipiens/restuans,42948,,mosquito,Culex
W0957,60,,,NH,Hillsborough,,culex pipiens,42957,,mosquito,Culex
W0958,60,,,NH,Rockingham,,culex salinarius,42990,,mosquito,Culex
W0959,64,,,NH,Rockingham,,cs. melanura,42993,,mosquito,Culiseta
W096,31,,,CA,SanDiego,,western scrub jay,43024,,bird,Passeriformes
W0960,60,,,NH,Strafford,,cs. melanura,42997,,mosquito,Culiseta
W0961,83,,,NH,Rockingham,,cs. melanura,43013,,mosquito,Culiseta
W0962,60,,,NH,Rockingham,,cs. melanura,43013,,mosquito,Culiseta
W0963,50,,,NH,Hillsborough,,culex pipiens/restuans,43297,,mosquito,Culex
W0964,61,,,NH,Hillsborough,,culex pipiens/restuans,43319,,mosquito,Culex
W0965,83,,,NH,Rockingham,,cq. perturbans,43321,,mosquito,Psorophora and Coquillettidia
W0966,62,,,NH,Hillsborough,,culex pipiens/restuans,43325,,mosquito,Culex
W0967,61,,,NH,Hillsborough,,ae. cinereus,43325,,mosquito,Aedes and Ochlerotatus
W0968,61,,,NH,Hillsborough,,cq. perturbans,43325,,mosquito,Psorophora and Coquillettidia
W0969,61,,,NH,Hillsborough,,culex pipiens/restuans,43326,,mosquito,Culex
W097,28,,,CA,SanDiego,,american crow,43027,,bird,American Crow
W0970,60,,,NH,Hillsborough,,culex pipiens/restuans,43332,,mosquito,Culex
W0971,59,,,NH,Hillsborough,,culex pipiens,43328,,mosquito,Culex
W0972,50,,,NH,Cheshire,,culex salinarius,43328,,mosquito,Culex
W0973,61,,,NH,Hillsborough,,oc. canadensis,43334,,other_species,
W0974,63,,,NH,Hillsborough,,ps. ferox,43334,,mosquito,Psorophora and Coquillettidia
W0975,59,,,NH,Rockingham,,culex pipiens,43340,,mosquito,Culex
W0976,64,,,NH,Rockingham,,culex salinarius,43340,,mosquito,Culex
W0977,64,,,NH,Hillsborough,,culex pipiens,43342,,mosquito,Culex
W0978,50,,,NH,Hillsborough,,culex pipiens,43342,,mosquito,Culex
W098,34,,,CA,SanDiego,,culex stigmatosoma,42975,,mosquito,Culex
W0980,61,,,NH,Rockingham,,culex salinarius,43354,,mosquito,Culex
W0981,50,,,NH,Rockingham,,cs. melanura,43354,,mosquito,Culiseta
W0982,50,,,NH,Rockingham,,ae. cinereus,43354,,mosquito,Aedes and Ochlerotatus
W0983,63,,,NH,Rockingham,,cs. melanura,43354,,mosquito,Culiseta
W0984,60,,,NH,Rockingham,,cs. melanura,43354,,mosquito,Culiseta
W0985,62,,,NH,Rockingham,,cs. melanura,43356,,mosquito,Culiseta
W0986,50,,,NH,Rockingham,,culex salinarius,43361,,mosquito,Culex
W0987,50,,,NH,Rockingham,,cs. melanura,43361,,mosquito,Culiseta
W0988,62,,,NH,Rockingham,,culex restuans,43361,,mosquito,Culex
W0989,64,,,NH,Cheshire,,culex pipiens,43370,,mosquito,Culex
W099,58,,,CA,SanDiego,,culex quinquefasciatus,42975,,mosquito,Culex
W0990,60,,,NH,Rockingham,,cs. morsitans,43377,,mosquito,Culiseta
W100,34,,,CA,SanDiego,,culex quinquefasciatus,43013,,mosquito,Culex
W101,1,,,CA,SanDiego,,american crow,42247,,bird,American Crow
W102,28,,,CA,SanDiego,,american crow,42247,,bird,American Crow
W103,58,,,CA,SanDiego,,western scrub jay,42247,,bird,Passeriformes
W104,1,,,CA,SanDiego,,american crow,42279,,bird,American Crow
W110,28,,,CA,SanDiego,,american crow,42396,,bird,American Crow
W111,1,,,CA,SanDiego,,american crow,42403,,bird,American Crow
W112,1,,,CA,SanDiego,,american crow,42418,,bird,American Crow
W113,30,,,CA,Los Angeles,,american crow,38132,,bird,American Crow
W114,27,,,CA,SanBernardino,,american crow,38135,,bird,American Crow
W115,27,,,CA,Los Angeles,,american crow,38177,,bird,American Crow
W116,29,,,CA,Butte,,yellow billed magpie,38191,,bird,Passeriformes
W117,4,,,CA,Tulare,,western scrub jay,38516,,bird,Passeriformes
W119,1,,,CA,Solano,,yellow billed magpie,38567,,bird,Passeriformes
W120,31,,,CA,Stanislaus,,yellow billed magpie,38568,,bird,Passeriformes
W122,31,,,CA,Butte,,ca scrub jay,38943,,bird,Passeriformes
W123,34,,,CA,Stanislaus,,yellow billed magpie,38973,,bird,Passeriformes
W124,36,,,CA,Butte,,ca scrub jay,39254,,bird,Passeriformes
W125,32,,,CA,Stanislaus,,ca scrub jay,39257,,bird,Passeriformes
W126,31,,,CA,Fresno,,ca scrub jay,39257,,bird,Passeriformes
W127,28,,,CA,SanBernardino,,northern mockingbird,39671,,bird,Passeriformes
W128,34,,,CA,Calaveras,,oak titmouse,39672,,bird,Passeriformes
W129,28,,,CA,Los Angeles,,house finch,39675,,bird,Passeriformes
W130,31,,,CA,ContraCosta,,ca scrub jay,39678,,bird,Passeriformes
W1301,50,,,LA,WBR,,culex quinq.,42922,,mosquito,Culex
W1305,50,,,LA,WBR,,culex quinq.,42914,,mosquito,Culex
W1306,60,,,LA,EBR,,culex quinq.,42921,,mosquito,Culex
W131,32,,,CA,Stanislaus,,ca scrub jay,39681,,bird,Passeriformes
W132,27,,,CA,Los Angeles,,american crow,39685,,bird,American Crow
W1324,64,,,LA,WBR,,culex quinq.,43342,,mosquito,Culex
W1326,50,,,LA,EBR,,culex quinq.,43345,,mosquito,Culex
W1327,64,,,LA,WBR,,culex quinq.,43321,,mosquito,Culex
W1329,64,,,LA,WBR,,culex quinq.,43326,,mosquito,Culex
W133,2,,,CA,Kern,,house finch,39982,,bird,Passeriformes
W1330,60,,,LA,EBR,,culex quinq.,43345,,mosquito,Culex
W1332,64,,,LA,WBR,,culex quinq.,43328,,mosquito,Culex
W1334,64,,,LA,Ascension,,culex quinq.,43333,,mosquito,Culex
W1335,62,,,LA,Tangipahioa,,culex quinq.,43340,,mosquito,Culex
W1336,50,,,LA,EBR,,culex quinq.,43334,,mosquito,Culex
W1337,64,,,LA,WBR,,culex quinq.,43314,,mosquito,Culex
W1338,61,,,LA,Caddo,,culex quinq.,43306,,mosquito,Culex
W1339,58,,,LA,St. Tammany,,culex quinq.,43325,,mosquito,Culex
W134,4,,,CA,Kings,,ca scrub jay,39987,,bird,Passeriformes
W1342,64,,,LA,WBR,,culex quinq.,43335,,mosquito,Culex
W1344,64,,,LA,Ascension,,culex quinq.,43334,,mosquito,Culex
W135,32,,,CA,Stanislaus,,northern mockingbird,40060,,bird,Passeriformes
W1353,50,,,LA,St. Tammany,,culex quinq.,42912,,mosquito,Culex
W1356,59,,,LA,Ouachita,,culex quinq.,42907,,mosquito,Culex
W1364,59,,,LA,Ouachita,,culex quinq.,42923,,mosquito,Culex
W1369,50,,,LA,Caddo,,culex quinq.,42944,,mosquito,Culex
W1374,50,,,LA,Caddo,,culex quinq.,42933,,mosquito,Culex
